"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"Dehydrated Mango Papad (Aam Papad)","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","20060000"
"Dehydrated Mango Slice","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","20060000"
"Dehydrated Mixed Fruits","RM","DEHYDRATED FRUITS","DF - Mix","1.000","0","Bulk","5%","20081990"
"Dehydrated Papaya Chunk","RM","DEHYDRATED FRUITS","DF - Papaya","1.000","0","Bulk","5%","20060000"
"DEHYDRATED PEACH GREEN","RM","DEHYDRATED FRUITS","DF - Peach","1.000","0","Bulk","5%","20060000"
"DEHYDRATED PEACH RED","RM","DEHYDRATED FRUITS","DF - Peach","1.000","0","Bulk","5%","20060000"
"DEHYDRATED PEACH YELLOW","RM","DEHYDRATED FRUITS","DF - Peach","1.000","0","Bulk","5%","20060000"
"DEHYDRATED PINEAPPLE COIN","RM","DEHYDRATED FRUITS","DF - Pineapple","1.000","0","Bulk","5%","20060000"
"DEHYDRATED PINEAPPLE RING","RM","DEHYDRATED FRUITS","DF - Pineapple","1.000","0","Bulk","5%","20060000"
"Dehydrated Strawberry fruit","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","08134090"
"Delmonte Cranberries 130gm","FG","CRANBERRY","Cranberry - Whole","0.130","Delmonte","RPC","5%","20089300"
"Delmonte Prunes 130g","FG","PRUNES","Prunes - Pitted","0.130","Delmonte","RPC","5%","08132000"
"Delmonte Prunes 130g [1 Case x 40 unit]","FG","PRUNES","Prunes - Pitted","5.200","Delmonte","RPC","5%","08132000"
"Delmonte Prunes 340g","FG","PRUNES","Prunes - Pitted","0.340","Delmonte","RPC","5%","08132000"
"Delmonte Prunes 340g [1 Case x 20 unit]","FG","PRUNES","Prunes - Pitted","6.800","Delmonte","RPC","5%","08132000"
"Delmonte Royal Arabian dates 200g","FG","DATES","Khalas","0.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Arabian dates 200g [1 Case x 36 unit] Non-Promo","FG","DATES","Khalas","7.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Arabian dates 200g [1 Case x 36 unit] Promo","FG","DATES","Khalas","7.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Arabian dates 500g","FG","DATES","Khalas","0.500","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Non-Promo","FG","DATES","Khalas","12.000","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Promo","FG","DATES","Khalas","12.000","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 200gm","FG","DATES","Fard","0.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Non-Promo","FG","DATES","Fard","7.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Promo","FG","DATES","Fard","7.200","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 500gm","FG","DATES","Fard","0.500","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Non-Promo","FG","DATES","Fard","12.000","Delmonte","DATES RPC","5%","08041020"
"Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Promo","FG","DATES","Fard","12.000","Delmonte","DATES RPC","5%","08041020"
"Deri Dates","RM","DATES","Deri","1.000","0","DATES BULK","5%","08041020"
"Deri Dates 250g (1359841)","FG","DATES","Deri","0.250","Natures","DATES RPC","5%","08041020"
"Desi Ghee","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","04059020"
"Desi Masala Seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"Diced Almond","RM","ALMOND","Almond - Broken","1.000","0","Bulk","5%","08021200"
"Dill Seed - Suva","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","09109913"
"Disposable Hair Nets","0","Others","Others","0.000","0","0","5%","(62104090)"
"Disposable Non Woven Apron","0","Others","Others","0.000","0","0","5%","62103090"
"Dragees Dark Cranberry","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","18069010"
"Dragees Milk Cranberry","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","18069010"
"Dragees White Cranberry","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","18069010"
"Drangees Dark Almond","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","18069010"
"Dr Batra#s Hair Health Protein Bar 35gm","FG","BARS & CEREALS","Energy Bars","0.035","Dr Batra","VA","5%","21069099"
"Dried Anjeer 200gm","FG","ANJEER","Dried Figs","0.200","DMART","RPC","5%","08042090"
"Dried Apple","RM","DEHYDRATED FRUITS","DF - Other","1.000","0","Bulk","5%","20060000"
"Dried Blackberry","RM","BLACKBERRY","Dried Blackberry","1.000","0","Bulk","5%","20089919"
"Dried Black Currant","RM","BLACKCURRANT","Dried Blackcurrant","1.000","0","Bulk","5%","08062010"
"Dried Blueberry","RM","BLUEBERRY","Blueberry - Plain","1.000","0","Bulk","5%","20089919"
"Dried Blueberry 100gm","FG","BLUEBERRY","Blueberry - Plain","0.100","DMART","RPC","5%","20060000"
"Dried Blueberry Apple Infused","RM","BLUEBERRY","Blueberry - Apple Infused","1.000","0","Bulk","5%","20089919"
"Dried Cherry (Red)","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","20089999"
"Dried Coconut - Copra","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","12030000"
"Dried Coconut Flakes [Khaman Srifal]","RM","MISCELLANEOUS - RM","Flakes","1.000","0","Bulk","5%","08011100"
"Dried Cranberry 100gm","FG","CRANBERRY","Cranberry - Whole","0.100","DMART","RPC","5%","20089300"
"Dried Cranberry Sliced","RM","CRANBERRY","Cranberry - Sliced","1.000","0","Bulk","5%","20089300"
"Dried Cranberry Whole","RM","CRANBERRY","Cranberry - Whole","1.000","0","Bulk","5%","20089300"
"Dried Ginger Cubes","RM","DEHYDRATED FRUITS","DF - Ginger","1.000","0","Bulk","5%","20081990"
"Dried Ginger Powder - Saunth Powder","RM","DEHYDRATED FRUITS","DF - Ginger","1.000","0","Bulk","5%","09101210"
"Dried Goji Berry","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","12119099"
"Dried Kiwi","RM","DEHYDRATED FRUITS","DF - Kiwi","1.000","0","Bulk","5%","20060000"
"Dried Mango","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","20060000"
"Dried Mango Loose","RM","DEHYDRATED FRUITS","DF - Mango","1.000","0","Bulk","5%","20060000"
"Dried Mango Powder - Amchur","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09109929"
"Dried Masala Kiwi","FG","DEHYDRATED FRUITS","DF - Kiwi","1.000","0","VA","5%","20083090"
"Dried Masala Mango","FG","DEHYDRATED FRUITS","DF - Mango","1.000","0","VA","5%","20089911"
"Dried Masala Pineapple","FG","DEHYDRATED FRUITS","DF - Pineapple","1.000","0","VA","5%","20082000"
"Dried Meduri Cranberry Whole","RM","CRANBERRY","Cranberry - Whole","1.000","0","Bulk","5%","20089300"
"Dried Orange Peel","RM","DEHYDRATED FRUITS","DF - Orange","1.000","0","Bulk","5%","20060000"
"Dried Peach","RM","DEHYDRATED FRUITS","DF - Peach","1.000","0","Bulk","5%","20060000"
"Dried Pineapple","RM","DEHYDRATED FRUITS","DF - Pineapple","1.000","0","Bulk","5%","20060000"
"Dried Pomelo","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","20060000"
"Dried Prunes (Pitted)","RM","PRUNES","Prunes - Pitted","1.000","0","Bulk","5%","08132000"
"Dried Raspberry","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","RPC","5%","20089919"
"DRIED ROSEMARY","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09101120"
"Dried Strawberry","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","20060000"
"DRY DATES-GRADE 2","RM","DATES","Dry Dates","1.000","0","DATES BULK","5%","08041030"
"Dry Fruit Hamper","FG","FESTIVE HAMPERS","Gifting","0.930","0","VA","5%","08135020"
"Dryfruit instant Energy laddu Bar 35gm","FG","BARS & CEREALS","Energy Bars","0.035","EMPL","VA","5%","21069099"
"Dryfruit Instant Energy Laddubar Bites 9gm","FG","BARS & CEREALS","Bites","0.009","EMPL","VA","5%","21069099"
"Dryfruit Instant Energy LadduBar Master Carton (Pack of 5 - 54 units)","FG","BARS & CEREALS","Energy Bars","9.450","EMPL","VA","5%","21069099"
"Dryfruit Instant Energy Laddubar Mini Pack of 2 Master Carton (17 gms) - 300 units","FG","BARS & CEREALS","Energy Bars","5.100","0","VA","5%","21069099"
"Dryfruit Instant Energy LadduBar Pack of 5","FG","BARS & CEREALS","Energy Bars","0.175","EMPL","VA","5%","21069099"
"Energy Bar - Choco Crunch 30gm","FG","BARS & CEREALS","Energy Bars","0.030","HOH","VA","5%","21069099"
"Energy Bar - Fig & Dates 30gm","FG","BARS & CEREALS","Energy Bars","0.030","HOH","VA","5%","21069099"
"Energy Bar - Hazelnut Magic 30gm","FG","BARS & CEREALS","Energy Bars","0.030","HOH","VA","5%","21069099"
"Energy Bar - Oats & Apricot 30gm","FG","BARS & CEREALS","Energy Bars","0.030","HOH","VA","5%","21069099"
"Energy Bars Oats and Dates (Pack of 6) 210gm","FG","BARS & CEREALS","Energy Bars","0.210","0","VA","5%","21069099"
"Extra Cheese Seasoning Extreme","FG","TAJIR","Tajir - Other","1.000","Tajir","RPC","5%","21039040"
"Extra Cheese Seasoning (UNC) 1Kg","FG","TAJIR","Tajir - Other","1.000","Tajir","RPC","5%","21039040"
"Extra Cheese Seasoning-UNC( Malaysian) 15kg","FG","TAJIR","Tajir - Other","1.000","Tajir","RPC","5%","21039040"
"Extra Cheese Seasoning-UNC( Malaysian) 1kg","FG","TAJIR","Tajir - Other","1.000","Tajir","RPC","5%","21039040"
"Extreme Cheese Seasoning( Malaysian) 1kg","FG","TAJIR","Tajir - Other","1.000","Tajir","RPC","5%","21039040"
"Ez Almond California Bold Loose","FG","ALMOND","Almond - Kernels","1.000","Star Bazar","Bulk","5%","(08022200)"
"Ez Almond California Regular Loose","FG","ALMOND","Almond - Kernels","1.000","Star Bazar","Bulk","5%","(08022200)"
"Ez Almond Mammra Regular Loose","FG","ALMOND","Almond - Kernels","1.000","Star Bazar","Bulk","5%","(08021200)"
"Ez Almond Mamra Regular Loose (1459019)","FG","ALMOND","Almond - Mamra","1.000","0","Bulk","5%","08021200"
"Ez Almond Rstd Salted Loose","FG","ALMOND","Almond - Kernels","1.000","Star Bazar","Bulk","5%","(20081930)"
"Ez Anjeer Big Loose (1459023)","FG","ANJEER","Dried Figs","1.000","Star Bazar","Bulk","5%","08042090"
"Ez Anjeer Small Loose","FG","ANJEER","Dried Figs","1.000","Star Bazar","Bulk","5%","(08022200)"
"Ez Black Raisin Loose (1459026)","FG","RAISIN","Raisin - Black","1.000","0","Bulk","5%","08028010"
"Ez Black Raisin Seedless Loose","FG","RAISIN","Raisin - Black","1.000","Star Bazar","Bulk","5%","(08062010)"
"Ez Blue Berry Loose","FG","BLUEBERRY","Blueberry - Plain","1.000","Star Bazar","Bulk","5%","(08022200)"
"Ez Cashew 210 Loose","FG","CASHEW","Cashew - Kernel","1.000","Star Bazar","Bulk","5%","(08013220)"
"Ez Cashew 240 Loose","FG","CASHEW","Cashew - Kernel","1.000","Star Bazar","Bulk","5%","(08013220)"
"Ez Cashew 320 Loose","FG","CASHEW","Cashew - Kernel","1.000","Star Bazar","Bulk","5%","(08013220)"
"Ez Cashew 4pc Loose","FG","CASHEW","Cashew - Broken","1.000","Star Bazar","Bulk","5%","(08013210)"
"Ez Cashew Roasted Salted Loose","FG","CASHEW","Cashew - Kernel","1.000","Star Bazar","Bulk","5%","(20081910)"
"Ez Chilean Walnut Giri Regular Loose","FG","WALNUT","Walnut - Kernel","1.000","Star Bazar","Bulk","5%","(08023200)"
"Ez Chilean Walnut Giri Small Loose (1459038)","FG","WALNUT","Walnut - Kernel","1.000","0","Bulk","5%","08023200"
"Ez Cranberry Loose","FG","CRANBERRY","Cranberry - Whole","1.000","Star Bazar","Bulk","5%","(08022200)"
"Ez Dried Apricot Loose","FG","APRICOT","Apricot - Afghan","1.000","Star Bazar","Bulk","5%","08131000"
"Ez Dried Fruits Mixed (1459045)","FG","DEHYDRATED FRUITS","DF - Mix","1.000","Star Bazar","Bulk","5%","20089999"
"Ez Green Pista Loose (1459047)","FG","PISTA","Pista - Inshell","1.000","0","Bulk","5%","08022200"
"Ez Honey Amla Loose (1459048)","FG","DEHYDRATED FRUITS","DF - Amla","1.000","0","Bulk","5%","20060000"
"Ez Khurmani Wet Apricot Loose (1459052)","FG","APRICOT","Apricot - Turkey","1.000","0","Bulk","5%","08022200"
"Ez Kishmish Afghani Loose","FG","RAISIN","Raisin - Indian","1.000","Star Bazar","Bulk","5%","08062010"
"Ez Mix Dry Fruit Regular Loose (1459062)","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","20089999"
"Ez Munakka Loose","FG","RAISIN","Raisin - Abjosh","1.000","Star Bazar","Bulk","5%","(08062010)"
"Ez Pista Roasted Salted Akbari Loose","FG","PISTA","Pista - Akbari","1.000","Star Bazar","Bulk","5%","20081920"
"Ez Pista Roasted Salted Irani Loose","FG","PISTA","Pista - Irani","1.000","Star Bazar","Bulk","5%","(20081920)"
"Ez Seeds And Berries Mix Loose (1459071)","FG","TRAIL MIX","Trail Mix","1.000","Star Bazar","VA","5%","20089999"
"Ez Walnut Broken Loose","FG","WALNUT","Walnut - Broken","1.000","Star Bazar","Bulk","5%","08023200"
"Ez Walnut Whole Loose","FG","WALNUT","Walnut - Kernel","1.000","Star Bazar","Bulk","5%","(08023100)"
"FABSTA ALMOND 100G","FG","ALMOND","Almond - Kernels","0.100","Star Bazar","RPC","5%","08021200"
"FABSTA ALMOND 1KG","FG","ALMOND","Almond - Kernels","1.000","Star Bazar","RPC","5%","08021200"
"FABSTA ALMOND 200G","FG","ALMOND","Almond - Kernels","0.200","Star Bazar","RPC","5%","08021200"
"FABSTA ALMOND 500G","FG","ALMOND","Almond - Kernels","0.500","Star Bazar","RPC","5%","08021200"
"FABSTA ALMOND REGULAR 100G","FG","ALMOND","Almond - Kernels","0.100","Star Bazar","RPC","5%","(08021200)"
"FABSTA ALMOND REGULAR 200G","FG","ALMOND","Almond - Kernels","0.200","Star Bazar","RPC","5%","08021200"
"FABSTA ALMOND REGULAR 500G","FG","ALMOND","Almond - Kernels","0.500","Star Bazar","RPC","5%","08021200"
"Fabsta Anjeer 200gm","FG","ANJEER","Dried Figs","0.200","Star Bazar","RPC","5%","08042090"
"FABSTA Apricots Dry 100gm","FG","APRICOT","Apricot - Afghan","0.100","Star Bazar","RPC","5%","18131000"
"FABSTA BLACK RAISINS 100G (1455547)","FG","RAISIN","Raisin - Black","0.100","Star Bazar","RPC","5%","08062010"
"FABSTA BLACK RAISINS 200G","FG","RAISIN","Raisin - Black","0.200","Star Bazar","RPC","5%","08062010"
"FABSTA BLACK RAISINS 500G","FG","RAISIN","Raisin - Black","0.500","Star Bazar","RPC","5%","08062010"
"FABSTA CASHEWNUT 240 COUNT 200g","FG","CASHEW","Cashew - Kernel","0.200","Star Bazar","RPC","5%","08013220"
"FABSTA CASHEWNUT BROKEN 200G","FG","CASHEW","Cashew - Broken","0.200","Star Bazar","RPC","5%","08013210"
"FABSTA CASHEW RS W320 200G","FG","CASHEW","Cashew - Kernel","0.200","Star Bazar","RPC","5%","20081910"
"FABSTA DRY APRICOT 200G","FG","APRICOT","Apricot - Afghan","0.200","Star Bazar","RPC","5%","18131000"
"Fabsta Figs Regular 500gm","FG","ANJEER","Dried Figs","0.500","Star Bazar","RPC","5%","08042090"
"FABSTA INDIAN RAISINS 200G","FG","RAISIN","Raisin - Indian","0.200","Star Bazar","RPC","5%","08062010"
"FABSTA INDIAN RAISINS 500G","FG","RAISIN","Raisin - Indian","0.500","Star Bazar","RPC","5%","08062010"
"FABSTA PISTA CALIFORNIA 200G","FG","PISTA","Pista - Inshell","0.200","Star Bazar","RPC","5%","20081920"
"FABSTA Raisins Indian 100 Gm","FG","RAISIN","Raisin - Indian","0.100","Star Bazar","RPC","5%","08062010"
"Fabsta Rstd Flax Seeds 100g","FG","SEEDS","FLax","0.100","Star Bazar","RPC","5%","20081920"
"Fabsta Rstd Melon Seeds 100g","FG","SEEDS","MElon","0.100","Star Bazar","RPC","5%","20081920"
"Fabsta Rstd Pumpkin Seeds 100g","FG","SEEDS","Pumpkin","0.100","Star Bazar","RPC","5%","20081920"
"Fabsta Rstd Sunflower Seeds 100g","FG","SEEDS","Sunflower","0.100","Star Bazar","RPC","5%","20081920"
"FABSTA Walnut Split 100gm","FG","WALNUT","Walnut - Broken","0.100","Star Bazar","RPC","5%","08023200"
"FABSTA WALNUT SPLIT 250G","FG","WALNUT","Walnut - Broken","0.250","Star Bazar","RPC","5%","08023200"
"Fabsta Walnut Split 500g","FG","WALNUT","Walnut - Broken","0.500","Star Bazar","RPC","5%","08023200"
"Fan Bag 300g","FG","FESTIVE HAMPERS","Gifting","0.300","0","VA","5%","20089999"
"Fardh Dates","RM","DATES","Fard","1.000","0","DATES BULK","5%","08041020"
"Fennel Seed / Saunf / Variyali","RM","SPICES","Whole Spices","1.000","0","Bulk","5%","09096139"
"Festive Box - Magic Moments 600g","FG","FESTIVE HAMPERS","Gifting","0.600","HOH/Common","VA","5%","20081990"
"Festive Box - Supreme 1000g","FG","FESTIVE HAMPERS","Gifting","1.000","HOH/Common","VA","5%","20081990"
"FESTIVE GREETING 560gm","FG","FESTIVE HAMPERS","Gifting","0.560","HOH/Common","VA","5%","20081990"
"Festive Hamper 01","FG","FESTIVE HAMPERS","Gifting","1.260","HOH/Common","VA","5%","08135020"
"Festive Hamper 02","FG","FESTIVE HAMPERS","Gifting","0.460","HOH/Common","VA","5%","08135020"
"Festive Hamper 03","FG","FESTIVE HAMPERS","Gifting","0.710","HOH/Common","VA","5%","(20089999)"
"FIESTA DryFruit Box 800gm","FG","FESTIVE HAMPERS","Gifting","0.800","0","VA","5%","20081990"
"Fit Nutrition Berries Blast Bar 50g","FG","BARS & CEREALS","Energy Bars","0.050","0","VA","5%","21069099"
"Flaxseeds 200G (B07GR346G4)","FG","SEEDS","FLax","0.200","Amazon","RPC","5%","12040010"
"Flaxseeds 500G (B07GQZ7ZVT)","FG","SEEDS","FLax","0.500","Amazon","RPC","5%","12040010"
"Flax Seeds (Alsi)","RM","SEEDS","FLax","1.000","0","Bulk","5%","12040010_x000D_
"
"Floppy Bag Gift Hamper","FG","FESTIVE HAMPERS","Gifting","0.690","HOH/Common","VA","5%","20089999"
"FNP Almonds 26-29 - Salted & Roasted 50 gm","FG","ALMOND","Almond - Kernels","0.050","FNP","VA","5%","(08021200)"
"FNP Choco Almonds 50gm","FG","ALMOND","Almond - Kernels","0.050","FNP","VA","5%","18069010"
"FNP Choco Berry Bites 50gm","FG","TRAIL MIX","Bites","0.050","FNP","VA","5%","18069010"
"FNP Fiery Almonds Sizzlin Peri Peri 50gm","FG","ALMOND","Almond - Kernels","0.050","FNP","VA","5%","08021200"
"FNP Indian Raisins 70 gm","FG","RAISIN","Raisin - Indian","0.070","FNP","RPC","5%","08062010"
"FNP Pistachios Salted & Roasted 50 gm","FG","PISTA","Pista - Inshell","0.050","FNP","VA","5%","20081930"
"FNP Salt & Pepper Cashew 50gm","FG","CASHEW","Cashew - Kernel","0.050","FNP","VA","5%","20081910"
"FNP Smokin Sweet N Smoky BBQ Almond 50gm","FG","ALMOND","Almond - Kernels","0.050","FNP","VA","5%","(08021200)"
"FNP Smokin Sweet N Smoky BBQ Cashew 50g","FG","CASHEW","Cashew - Kernel","0.050","FNP","VA","5%","20081910"
"Foodsquare Truffle Laquered Nuts 200gm","FG","TRAIL MIX","Trail Mix","0.200","Landcraft","VA","5%","21039090"
"Foodsquare Truffle Laquered Nuts (Bulk)","FG","TRAIL MIX","Trail Mix","1.000","Landcraft","VA","5%","21039090"
"Forsi Coctail Mix","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","(20089999)"
"Forsi Panchmewa","FG","TRAIL MIX","Trail Mix","1.000","0","VA","5%","(20089999)"
"FOS L55","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"Garlic Cashew","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","(20081930)"
"Girnar Kahwa Tea","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","09021020"
"Glucose Syrup / Liquid Glucose","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069040"
"GNG Almonds Coated Dark Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"GNG Almonds Coated Milk Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"GNG Almonds Coated White Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"GNG Cranberry Coated Dark Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"GNG Cranberry Coated Milk Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"GNG Cranberry Coated White Chocolate 200g","FG","TRAIL MIX","Trail Mix","0.200","0","VA","5%","18069010"
"Goji Berries - 12%","RM","DEHYDRATED FRUITS","DF - Berries","1.000","0","Bulk","5%","(20089999)"
"Gondh Dryfruit Laddu Bar 35gm","FG","BARS & CEREALS","Energy Bars","0.035","EMPL","VA","5%","21069099"
"Gondh Dryfruit LadduBar Pack of 6","FG","BARS & CEREALS","Energy Bars","0.210","EMPL","VA","5%","21069099"
"Good Health Dry Fruit Box 750 g","FG","FESTIVE HAMPERS","Gifting","0.550","0","VA","5%","(08135020)"
"GOOD LIFE ARABIAN DATES 500 g","FG","DATES","Sayer","0.500","Reliance","DATES RPC","5%","08041020"
"GOOD LIFE CHIA SEED 100G","FG","SEEDS","Chia","0.100","Reliance","RPC","5%","12079990"
"GOOD LIFE FARD DATES 500 g","FG","DATES","Fard","0.500","Reliance","DATES RPC","5%","08041020"
"GOOD LIFE FLAX SEED 100G","FG","SEEDS","FLax","0.100","Reliance","RPC","5%","20081920"
"GOOD LIFE PUMPKIN SEED 100G","FG","SEEDS","Pumpkin","0.100","Reliance","RPC","5%","20081920"
"GOOD LIFE SUNFLOWER SEED 100G","FG","SEEDS","Sunflower","0.100","Reliance","RPC","5%","20081920"
"GREEK DARK SEEDLESS RAISINS (Black Currant)","RM","BLACKCURRANT","Dried Blackcurrant","1.000","0","Bulk","5%","08062010"
"Green Cardamom","RM","SPICES","Whole Spices","1.000","0","Bulk","5%","09041140"
"Green Chilli Cashew Bulk","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Green Chilly Cashew","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Greendot Coated Peanuts","FG","PEANUTS","Peanut - Coated","1.000","0","VA","5%","20081930"
"Green Leafy Trunk Gift Hamper","FG","FESTIVE HAMPERS","Gifting","2.090","HOH/Common","VA","5%","20089999"
